F,H,X_1,X_2,X_3
06JAN2010:00:00:00,3,s/d,s/d,
06JAN2010:00:00:00,12,s/d,s/d,
07JAN2010:00:00:00,4,s/d,s/d,
07JAN2010:00:00:00,10,s/d,s/d,
07JAN2010:00:00:00,14,s/d,s/d,
07JAN2010:00:00:00,15,s/d,s/d,
07JAN2010:00:00:00,21,s/d,s/d,
08JAN2010:00:00:00,3,s/d,s/d,
08JAN2010:00:00:00,7,s/d,s/d,
08JAN2010:00:00:00,14,s/d,s/d,
08JAN2010:00:00:00,19,s/d,s/d,
18JAN2010:00:00:00,8,s/d,s/d,
17JAN2010:00:00:00,13,s/d,s/d,
18JAN2010:00:00:00,2,s/d,s/d,
18JAN2010:00:00:00,3,s/d,s/d,
19JAN2010:00:00:00,18,s/d,s/d,
19JAN2010:00:00:00,22,s/d,s/d,
19JAN2010:00:00:00,23,s/d,s/d,
20JAN2010:00:00:00,2,s/d,s/d,
20JAN2010:00:00:00,3,s/d,s/d,
20JAN2010:00:00:00,9,s/d,s/d,
11JAN2010:00:00:00,4,s/d,s/d,
11JAN2010:00:00:00,7,s/d,s/d,
11JAN2010:00:00:00,10,s/d,s/d,
11JAN2010:00:00:00,12,s/d,s/d,
11JAN2010:00:00:00,13,s/d,s/d,
11JAN2010:00:00:00,24,s/d,s/d,
12JAN2010:00:00:00,1,s/d,s/d,
12JAN2010:00:00:00,4,s/d,s/d,
12JAN2010:00:00:00,15,s/d,s/d,
12JAN2010:00:00:00,16,s/d,s/d,
12JAN2010:00:00:00,18,s/d,s/d,
12JAN2010:00:00:00,19,s/d,s/d,
13JAN2010:00:00:00,7,s/d,s/d,
13JAN2010:00:00:00,24,s/d,s/d,
14JAN2010:00:00:00,1,s/d,s/d,
14JAN2010:00:00:00,3,s/d,s/d,
14JAN2010:00:00:00,6,s/d,s/d,
14JAN2010:00:00:00,12,s/d,s/d,
16JAN2010:00:00:00,1,s/d,s/d,
16JAN2010:00:00:00,13,s/d,s/d,
16JAN2010:00:00:00,14,s/d,s/d,
16JAN2010:00:00:00,16,s/d,s/d,
16JAN2010:00:00:00,22,s/d,s/d,
16JAN2010:00:00:00,23,s/d,s/d,
17JAN2010:00:00:00,10,s/d,s/d,
27JAN2010:00:00:00,21,0.51,23,
28JAN2010:00:00:00,6,0.36,8,
28JAN2010:00:00:00,9,0.39,10,
28JAN2010:00:00:00,11,0.44,15,
27JAN2010:00:00:00,13,0.4,16,
27JAN2010:00:00:00,15,0.43,23,
28JAN2010:00:00:00,14,0.78,14,
28JAN2010:00:00:00,20,0.39,23,
29JAN2010:00:00:00,3,0.39,14,
29JAN2010:00:00:00,6,0.29,7,
29JAN2010:00:00:00,9,0.23,14,
20JAN2010:00:00:00,15,s/d,s/d,
20JAN2010:00:00:00,16,s/d,s/d,
20JAN2010:00:00:00,21,s/d,s/d,
21JAN2010:00:00:00,5,s/d,s/d,
21JAN2010:00:00:00,14,s/d,s/d,
22JAN2010:00:00:00,11,s/d,s/d,
23JAN2010:00:00:00,12,s/d,s/d,
23JAN2010:00:00:00,16,s/d,s/d,
23JAN2010:00:00:00,19,s/d,s/d,
24JAN2010:00:00:00,7,s/d,s/d,
24JAN2010:00:00:00,9,s/d,s/d,
24JAN2010:00:00:00,24,s/d,s/d,
25JAN2010:00:00:00,2,s/d,s/d,
25JAN2010:00:00:00,11,s/d,s/d,
25JAN2010:00:00:00,23,s/d,s/d,
26JAN2010:00:00:00,4,s/d,s/d,
26JAN2010:00:00:00,23,s/d,17,
27JAN2010:00:00:00,10,s/d,13,
04FEB2010:00:00:00,19,1.33,31,
05FEB2010:00:00:00,15,1.26,31,
05FEB2010:00:00:00,20,1.65,29,
06FEB2010:00:00:00,3,1.58,24,
30JAN2010:00:00:00,15,s/d,s/d,
30JAN2010:00:00:00,16,s/d,s/d,
31JAN2010:00:00:00,12,s/d,s/d,
31JAN2010:00:00:00,14,s/d,s/d,
31JAN2010:00:00:00,18,s/d,s/d,
31JAN2010:00:00:00,23,s/d,s/d,
31JAN2010:00:00:00,24,s/d,s/d,
01FEB2010:00:00:00,5,s/d,s/d,
01FEB2010:00:00:00,7,s/d,s/d,
01FEB2010:00:00:00,8,s/d,s/d,
01FEB2010:00:00:00,22,s/d,33,
02FEB2010:00:00:00,9,0.24,12,
02FEB2010:00:00:00,15,0.38,14,
03FEB2010:00:00:00,1,0.4,10,
03FEB2010:00:00:00,11,0.36,28,
03FEB2010:00:00:00,23,0.93,38,
04FEB2010:00:00:00,9,0.28,41,
04FEB2010:00:00:00,11,0.44,39,
18FEB2010:00:00:00,24,s/d,s/d,
19FEB2010:00:00:00,2,s/d,s/d,
19FEB2010:00:00:00,6,s/d,s/d,
19FEB2010:00:00:00,7,s/d,s/d,
19FEB2010:00:00:00,19,s/d,s/d,
19FEB2010:00:00:00,24,s/d,s/d,
20FEB2010:00:00:00,1,s/d,s/d,
20FEB2010:00:00:00,2,s/d,s/d,
20FEB2010:00:00:00,8,s/d,s/d,
06FEB2010:00:00:00,22,1.24,28,
06FEB2010:00:00:00,24,1.35,32,
07FEB2010:00:00:00,9,1.21,13,
07FEB2010:00:00:00,13,1.06,18,
07FEB2010:00:00:00,16,1.18,24,
08FEB2010:00:00:00,6,1.48,36,
09FEB2010:00:00:00,14,1.36,28,
09FEB2010:00:00:00,16,1.34,16,
10FEB2010:00:00:00,12,1.28,28,
08FEB2010:00:00:00,16,1.11,15,
08FEB2010:00:00:00,21,1.1,31,
09FEB2010:00:00:00,5,1.4,26,
09FEB2010:00:00:00,6,1.29,23,
09FEB2010:00:00:00,7,1.2,24,
10FEB2010:00:00:00,20,1.26,21,
11FEB2010:00:00:00,11,1.05,27,
11FEB2010:00:00:00,12,1.1,34,
11FEB2010:00:00:00,23,1.31,30,
12FEB2010:00:00:00,10,1.04,s/d,
16FEB2010:00:00:00,15,s/d,s/d,
16FEB2010:00:00:00,23,s/d,s/d,
17FEB2010:00:00:00,1,s/d,s/d,
17FEB2010:00:00:00,3,s/d,s/d,
17FEB2010:00:00:00,4,s/d,s/d,
17FEB2010:00:00:00,7,s/d,s/d,
17FEB2010:00:00:00,16,s/d,s/d,
17FEB2010:00:00:00,18,s/d,s/d,
27FEB2010:00:00:00,1,s/d,s/d,
27FEB2010:00:00:00,2,s/d,s/d,
27FEB2010:00:00:00,13,s/d,s/d,
27FEB2010:00:00:00,20,s/d,s/d,
28FEB2010:00:00:00,12,s/d,s/d,
20FEB2010:00:00:00,19,s/d,s/d,
20FEB2010:00:00:00,20,s/d,s/d,
21FEB2010:00:00:00,24,s/d,s/d,
22FEB2010:00:00:00,3,s/d,s/d,
22FEB2010:00:00:00,17,s/d,s/d,
22FEB2010:00:00:00,21,s/d,s/d,
23FEB2010:00:00:00,3,s/d,s/d,
23FEB2010:00:00:00,11,s/d,s/d,
23FEB2010:00:00:00,14,s/d,s/d,
23FEB2010:00:00:00,17,s/d,s/d,
24FEB2010:00:00:00,1,s/d,s/d,
24FEB2010:00:00:00,9,s/d,s/d,
24FEB2010:00:00:00,22,s/d,s/d,
25FEB2010:00:00:00,17,s/d,s/d,
25FEB2010:00:00:00,23,s/d,s/d,
26FEB2010:00:00:00,5,s/d,s/d,
09MAR2010:00:00:00,4,s/d,s/d,
09MAR2010:00:00:00,11,s/d,s/d,
08MAR2010:00:00:00,13,s/d,s/d,
08MAR2010:00:00:00,16,s/d,s/d,
09MAR2010:00:00:00,13,s/d,s/d,
09MAR2010:00:00:00,20,s/d,s/d,
10MAR2010:00:00:00,3,s/d,s/d,
10MAR2010:00:00:00,6,s/d,s/d,
10MAR2010:00:00:00,8,s/d,s/d,
28FEB2010:00:00:00,14,s/d,s/d,
28FEB2010:00:00:00,15,s/d,s/d,
28FEB2010:00:00:00,19,s/d,s/d,
28FEB2010:00:00:00,21,s/d,s/d,
01MAR2010:00:00:00,7,s/d,s/d,
01MAR2010:00:00:00,24,s/d,s/d,
02MAR2010:00:00:00,6,s/d,s/d,
02MAR2010:00:00:00,16,s/d,s/d,
03MAR2010:00:00:00,6,s/d,s/d,
03MAR2010:00:00:00,7,s/d,s/d,
03MAR2010:00:00:00,10,s/d,s/d,
03MAR2010:00:00:00,13,s/d,s/d,
04MAR2010:00:00:00,8,s/d,s/d,
05MAR2010:00:00:00,8,s/d,s/d,
05MAR2010:00:00:00,13,s/d,s/d,
05MAR2010:00:00:00,20,s/d,s/d,
05MAR2010:00:00:00,23,s/d,s/d,
06MAR2010:00:00:00,1,s/d,s/d,
06MAR2010:00:00:00,20,s/d,s/d,
07MAR2010:00:00:00,5,s/d,s/d,
03JUN2010:00:00:00,9,s/d,29,
03JUN2010:00:00:00,13,s/d,28,
03JUN2010:00:00:00,15,s/d,34,
04JUN2010:00:00:00,6,s/d,14,
22JUN2010:00:00:00,18,s/d,31,
22JUN2010:00:00:00,22,s/d,35,
22JUN2010:00:00:00,23,s/d,30,
23JUN2010:00:00:00,9,s/d,29,
23JUN2010:00:00:00,11,s/d,21,
22JUN2010:00:00:00,15,s/d,30,
23JUN2010:00:00:00,13,s/d,29,
14JUL2010:00:00:00,2,s/d,17,
14JUL2010:00:00:00,3,s/d,11,
14JUL2010:00:00:00,6,s/d,14,
15JUL2010:00:00:00,2,s/d,21,
06AUG2010:00:00:00,20,s/d,s/d,
07AUG2010:00:00:00,1,s/d,s/d,
07AUG2010:00:00:00,2,s/d,s/d,
07AUG2010:00:00:00,5,s/d,s/d,
07AUG2010:00:00:00,8,s/d,s/d,
07AUG2010:00:00:00,21,s/d,s/d,
07AUG2010:00:00:00,23,s/d,s/d,
08AUG2010:00:00:00,5,s/d,s/d,
08AUG2010:00:00:00,16,s/d,s/d,
08AUG2010:00:00:00,20,s/d,s/d,
09AUG2010:00:00:00,4,s/d,s/d,
05JUN2010:00:00:00,6,s/d,20,
24JUN2010:00:00:00,20,s/d,40,
15JUL2010:00:00:00,15,s/d,27,
16JUL2010:00:00:00,8,s/d,40,
16JUL2010:00:00:00,9,s/d,43,
16JUL2010:00:00:00,13,s/d,36,
16JUL2010:00:00:00,21,s/d,49,
16JUL2010:00:00:00,22,s/d,46,
17JUL2010:00:00:00,5,s/d,42,
17JUL2010:00:00:00,6,s/d,41,
17JUL2010:00:00:00,7,s/d,42,
10AUG2010:00:00:00,5,s/d,44,
05JUN2010:00:00:00,13,s/d,31,
05JUN2010:00:00:00,15,s/d,24,
05JUN2010:00:00:00,17,s/d,26,
05JUN2010:00:00:00,19,s/d,38,
05JUN2010:00:00:00,21,s/d,41,
05JUN2010:00:00:00,24,s/d,32,
06JUN2010:00:00:00,5,s/d,23,
26JUN2010:00:00:00,1,s/d,35,
26JUN2010:00:00:00,9,s/d,26,
17JUL2010:00:00:00,13,s/d,46,
18JUL2010:00:00:00,2,s/d,37,
18JUL2010:00:00:00,10,s/d,19,
10AUG2010:00:00:00,20,s/d,59,
11AUG2010:00:00:00,5,s/d,13,
06JUN2010:00:00:00,17,s/d,27,
06JUN2010:00:00:00,20,s/d,37,
06JUN2010:00:00:00,22,s/d,34,
06JUN2010:00:00:00,24,s/d,33,
07JUN2010:00:00:00,2,s/d,29,
26JUN2010:00:00:00,15,s/d,27,
11AUG2010:00:00:00,17,s/d,41,
11AUG2010:00:00:00,24,s/d,33,
12AUG2010:00:00:00,10,s/d,s/d,
12AUG2010:00:00:00,13,s/d,26,
13AUG2010:00:00:00,1,s/d,9,
13AUG2010:00:00:00,2,s/d,8,
13AUG2010:00:00:00,5,s/d,7,
13AUG2010:00:00:00,12,s/d,s/d,
07JUN2010:00:00:00,13,s/d,20,
07JUN2010:00:00:00,16,s/d,33,
07JUN2010:00:00:00,18,s/d,32,
07JUN2010:00:00:00,19,s/d,36,
07JUN2010:00:00:00,20,s/d,35,
07JUN2010:00:00:00,22,s/d,37,
08JUN2010:00:00:00,10,s/d,43,
08JUN2010:00:00:00,17,s/d,30,
08JUN2010:00:00:00,21,s/d,38,
09JUN2010:00:00:00,3,s/d,22,
09JUN2010:00:00:00,7,s/d,32,
09JUN2010:00:00:00,10,s/d,s/d,
09JUN2010:00:00:00,11,s/d,s/d,
09JUN2010:00:00:00,12,s/d,s/d,
27JUN2010:00:00:00,22,s/d,35,
28JUN2010:00:00:00,3,s/d,25,
28JUN2010:00:00:00,9,s/d,38,
21JUL2010:00:00:00,2,s/d,s/d,
21JUL2010:00:00:00,10,s/d,s/d,
21JUL2010:00:00:00,23,s/d,s/d,
22JUL2010:00:00:00,1,s/d,s/d,
22JUL2010:00:00:00,7,s/d,s/d,
22JUL2010:00:00:00,11,s/d,s/d,
22JUL2010:00:00:00,12,s/d,s/d,
16AUG2010:00:00:00,22,s/d,44,
17AUG2010:00:00:00,1,s/d,34,
17AUG2010:00:00:00,11,s/d,s/d,
17AUG2010:00:00:00,19,s/d,42,
18AUG2010:00:00:00,6,s/d,24,
10JUN2010:00:00:00,13,s/d,30,
10JUN2010:00:00:00,14,s/d,24,
10JUN2010:00:00:00,23,s/d,27,
11JUN2010:00:00:00,5,s/d,11,
28JUN2010:00:00:00,24,s/d,33,
29JUN2010:00:00:00,4,s/d,17,
29JUN2010:00:00:00,5,s/d,15,
29JUN2010:00:00:00,8,s/d,36,
29JUN2010:00:00:00,10,s/d,49,
29JUN2010:00:00:00,13,s/d,35,
21JUL2010:00:00:00,0,,,
22JUL2010:00:00:00,15,s/d,s/d,
22JUL2010:00:00:00,20,s/d,40,
23JUL2010:00:00:00,1,s/d,30,
23JUL2010:00:00:00,2,s/d,28,
14AUG2010:00:00:00,10,s/d,31,
11JUN2010:00:00:00,20,s/d,37,
11JUN2010:00:00:00,24,s/d,32,
12JUN2010:00:00:00,4,s/d,13,
12JUN2010:00:00:00,10,s/d,24,
29JUN2010:00:00:00,23,s/d,32,
01JUL2010:00:00:00,21,s/d,33,
02JUL2010:00:00:00,2,s/d,25,
02JUL2010:00:00:00,5,s/d,19,
02JUL2010:00:00:00,6,s/d,20,
02JUL2010:00:00:00,8,s/d,41,
23JUL2010:00:00:00,23,s/d,32,
24JUL2010:00:00:00,8,s/d,24,
24JUL2010:00:00:00,10,s/d,26,
24JUL2010:00:00:00,12,s/d,30,
15AUG2010:00:00:00,21,s/d,31,
16AUG2010:00:00:00,2,s/d,12,
16AUG2010:00:00:00,4,s/d,11,
16AUG2010:00:00:00,9,s/d,10,
12JUN2010:00:00:00,17,s/d,19,
12JUN2010:00:00:00,19,s/d,20,
12JUN2010:00:00:00,23,s/d,17,
13JUN2010:00:00:00,1,s/d,16,
13JUN2010:00:00:00,11,s/d,22,
02JUL2010:00:00:00,24,s/d,29,
03JUL2010:00:00:00,11,s/d,41,
24JUL2010:00:00:00,17,s/d,23,
25JUL2010:00:00:00,6,s/d,15,
25JUL2010:00:00:00,19,s/d,19,
18JAN2010:00:00:00,16,s/d,46,
19JAN2010:00:00:00,2,s/d,35,
19JAN2010:00:00:00,5,s/d,18,
13JUN2010:00:00:00,15,s/d,14,
13JUN2010:00:00:00,19,s/d,19,
14JUN2010:00:00:00,8,s/d,20,
04JUL2010:00:00:00,1,s/d,24,
04JUL2010:00:00:00,3,s/d,s/d,
04JUL2010:00:00:00,11,s/d,s/d,
26JUL2010:00:00:00,14,s/d,24,
26JUL2010:00:00:00,18,s/d,37,
27JUL2010:00:00:00,12,s/d,35,
14AUG2010:00:00:00,22,s/d,28,
15AUG2010:00:00:00,2,s/d,33,
14JUN2010:00:00:00,23,s/d,15,
14JUN2010:00:00:00,24,s/d,16,
15JUN2010:00:00:00,7,s/d,18,
15JUN2010:00:00:00,9,s/d,22,
04JUL2010:00:00:00,18,s/d,s/d,
04JUL2010:00:00:00,24,s/d,s/d,
06JUL2010:00:00:00,3,s/d,15,
27JUL2010:00:00:00,24,s/d,25,
28JUL2010:00:00:00,9,s/d,32,
29JUL2010:00:00:00,15,s/d,35,
29JUL2010:00:00:00,21,s/d,33,
26MAY2010:00:00:00,15,s/d,23,
27MAY2010:00:00:00,3,s/d,9,
27MAY2010:00:00:00,6,s/d,10,
27MAY2010:00:00:00,7,s/d,15,
27MAY2010:00:00:00,10,s/d,30,
27MAY2010:00:00:00,11,s/d,32,
27MAY2010:00:00:00,20,s/d,34,
28MAY2010:00:00:00,1,s/d,15,
28MAY2010:00:00:00,3,s/d,17,
28MAY2010:00:00:00,10,s/d,24,
28MAY2010:00:00:00,12,s/d,23,
15JUN2010:00:00:00,20,s/d,51,
15JUN2010:00:00:00,24,s/d,46,
16JUN2010:00:00:00,4,s/d,30,
16JUN2010:00:00:00,6,s/d,28,
16JUN2010:00:00:00,9,s/d,25,
16JUN2010:00:00:00,21,s/d,33,
16JUN2010:00:00:00,23,s/d,31,
17JUN2010:00:00:00,1,s/d,25,
06JUL2010:00:00:00,13,s/d,24,
06JUL2010:00:00:00,17,s/d,32,
30JUL2010:00:00:00,3,s/d,18,
30JUL2010:00:00:00,4,s/d,13,
30JUL2010:00:00:00,6,s/d,24,
30JUL2010:00:00:00,12,s/d,39,
