F,H,X_1,X_2,X_3
12SEP2014:00:00:00,8,0.36,27,20
31JUL2014:00:00:00,9,0.43,20,26
31JUL2014:00:00:00,10,0.46,17,25
14AUG2014:00:00:00,23,0.58,19,25
30AUG2014:00:00:00,18,0.66,28,27
30AUG2014:00:00:00,20,0.68,27,27
31AUG2014:00:00:00,12,0.81,13,36
01AUG2014:00:00:00,5,0.73,12,27
01AUG2014:00:00:00,7,0.55,11,27
15AUG2014:00:00:00,19,0.66,33,15
15AUG2014:00:00:00,20,0.75,35,16
16AUG2014:00:00:00,4,0.76,12,24
16AUG2014:00:00:00,8,0.46,19,26
31AUG2014:00:00:00,13,0.78,14,36
31AUG2014:00:00:00,23,0.91,24,36
18JUL2014:00:00:00,16,s/d,21,27
18JUL2014:00:00:00,23,0.94,26,27
19JUL2014:00:00:00,6,0.6,14,30
19JUL2014:00:00:00,10,0.45,19,31
01AUG2014:00:00:00,15,0.81,21,31
01AUG2014:00:00:00,22,0.98,26,34
01AUG2014:00:00:00,24,1.06,23,34
02AUG2014:00:00:00,5,0.85,14,33
02AUG2014:00:00:00,8,0.58,13,32
02AUG2014:00:00:00,10,0.5,14,31
16AUG2014:00:00:00,16,0.69,28,29
17AUG2014:00:00:00,3,1.34,24,35
17AUG2014:00:00:00,7,1.19,22,37
20JUL2014:00:00:00,2,0.93,17,32
02AUG2014:00:00:00,20,1.16,26,29
02AUG2014:00:00:00,23,1.44,19,33
03AUG2014:00:00:00,1,1.34,14,31
03AUG2014:00:00:00,2,1.29,14,31
03AUG2014:00:00:00,6,0.58,15,30
03AUG2014:00:00:00,8,0.5,15,31
17AUG2014:00:00:00,17,0.78,20,35
18AUG2014:00:00:00,2,1.18,24,31
01SEP2014:00:00:00,15,0.54,13,26
01SEP2014:00:00:00,16,0.54,16,25
01SEP2014:00:00:00,18,0.55,22,25
20JUL2014:00:00:00,22,0.53,15,18
04AUG2014:00:00:00,11,0.38,22,16
18AUG2014:00:00:00,19,0.74,26,24
02SEP2014:00:00:00,16,0.63,13,16
02SEP2014:00:00:00,19,0.64,23,16
03SEP2014:00:00:00,6,0.53,11,17
21JUL2014:00:00:00,8,0.25,15,15
04AUG2014:00:00:00,17,0.53,25,18
05AUG2014:00:00:00,4,1.15,26,27
05AUG2014:00:00:00,6,0.93,19,27
20AUG2014:00:00:00,9,0.59,20,33
04SEP2014:00:00:00,4,0.43,5,16
04SEP2014:00:00:00,7,0.29,6,16
04SEP2014:00:00:00,9,0.3,11,16
04SEP2014:00:00:00,11,0.36,8,16
21JUL2014:00:00:00,16,0.5,17,15
22JUL2014:00:00:00,5,0.69,18,21
06AUG2014:00:00:00,3,0.36,9,16
06AUG2014:00:00:00,5,0.28,8,15
20AUG2014:00:00:00,16,0.67,20,29
20AUG2014:00:00:00,19,0.67,38,28
20AUG2014:00:00:00,20,0.71,38,28
21AUG2014:00:00:00,4,0.61,9,33
21AUG2014:00:00:00,6,0.43,9,33
21AUG2014:00:00:00,9,0.45,18,34
04SEP2014:00:00:00,22,0.6,13,19
05SEP2014:00:00:00,6,0.46,11,19
05SEP2014:00:00:00,9,0.51,16,20
05SEP2014:00:00:00,12,0.64,15,20
22JUL2014:00:00:00,24,0.54,10,14
23JUL2014:00:00:00,7,0.15,12,10
06AUG2014:00:00:00,22,0.97,14,27
07AUG2014:00:00:00,1,0.76,13,27
21AUG2014:00:00:00,12,0.56,18,36
23JUL2014:00:00:00,14,0.4,s/d,11
23JUL2014:00:00:00,15,0.43,18,12
23JUL2014:00:00:00,18,0.37,20,13
24JUL2014:00:00:00,2,0.48,14,17
24JUL2014:00:00:00,10,0.56,29,21
07AUG2014:00:00:00,19,0.53,19,27
21AUG2014:00:00:00,24,1.33,24,42
22AUG2014:00:00:00,8,0.59,19,42
16JAN2015:00:00:00,6,0.79,6,30
16JAN2015:00:00:00,17,0.94,13,29
16JAN2015:00:00:00,19,0.98,18,28
29JAN2015:00:00:00,24,s/d,14,22
30JAN2015:00:00:00,1,s/d,14,21
30JAN2015:00:00:00,4,s/d,10,22
30JAN2015:00:00:00,15,s/d,11,24
30JAN2015:00:00:00,22,s/d,13,24
31JAN2015:00:00:00,1,s/d,11,24
31JAN2015:00:00:00,9,s/d,8,22
31JAN2015:00:00:00,11,s/d,7,20
13FEB2015:00:00:00,17,0.42,10,58
13FEB2015:00:00:00,19,0.41,11,49
14FEB2015:00:00:00,16,0.37,12,23
14FEB2015:00:00:00,17,0.37,14,23
27FEB2015:00:00:00,21,0.21,9,23
28FEB2015:00:00:00,9,0.15,9,29
28FEB2015:00:00:00,14,0.18,10,28
28FEB2015:00:00:00,16,0.15,11,26
28FEB2015:00:00:00,24,0.21,12,25
04AUG2016:00:00:00,5,s/d,15,20
05JUL2016:00:00:00,14,0.64,22,17
19JUL2016:00:00:00,13,s/d,16,27
19JUL2016:00:00:00,15,s/d,14,27
19JUL2016:00:00:00,18,s/d,22,27
20JUL2016:00:00:00,4,s/d,22,27
20JUL2016:00:00:00,5,s/d,25,27
20JUL2016:00:00:00,7,s/d,26,27
21JUN2016:00:00:00,18,0.45,28,23
21JUN2016:00:00:00,21,0.54,26,23
21JUN2016:00:00:00,23,0.59,27,24
22JUN2016:00:00:00,6,0.43,18,23
22JUN2016:00:00:00,9,0.41,25,23
21JUL2016:00:00:00,4,0.45,12,23
21JUL2016:00:00:00,8,0.45,22,22
05AUG2016:00:00:00,13,s/d,34,50
05AUG2016:00:00:00,17,s/d,27,57
06AUG2016:00:00:00,1,s/d,23,65
06AUG2016:00:00:00,10,s/d,30,64
06AUG2016:00:00:00,11,s/d,38,62
22JUN2016:00:00:00,20,0.68,29,24
23JUN2016:00:00:00,3,0.75,21,24
06JUL2016:00:00:00,20,0.66,26,28
06JUL2016:00:00:00,23,0.85,23,31
07JUL2016:00:00:00,9,0.46,20,33
07JUL2016:00:00:00,11,0.5,s/d,33
21JUL2016:00:00:00,21,0.56,23,24
06AUG2016:00:00:00,16,s/d,15,51
06AUG2016:00:00:00,20,s/d,30,45
23JUN2016:00:00:00,14,0.84,19,28
23JUN2016:00:00:00,23,0.75,19,28
23JUN2016:00:00:00,24,0.75,16,28
24JUN2016:00:00:00,1,0.73,14,28
24JUN2016:00:00:00,5,0.46,11,26
24JUN2016:00:00:00,6,0.38,12,26
07JUL2016:00:00:00,14,s/d,23,30
08JUL2016:00:00:00,10,s/d,20,39
22JUL2016:00:00:00,18,0.44,20,23
22JUL2016:00:00:00,22,0.54,20,23
23JUL2016:00:00:00,3,0.41,15,20
23JUL2016:00:00:00,11,0.41,21,21
07AUG2016:00:00:00,15,s/d,12,31
24JUN2016:00:00:00,13,0.52,15,21
08JUL2016:00:00:00,14,s/d,17,36
23JUL2016:00:00:00,14,0.59,23,22
24JUL2016:00:00:00,1,1.68,15,45
24JUL2016:00:00:00,11,0.05,13,44
10JUL2016:00:00:00,8,s/d,14,15
25JUL2016:00:00:00,2,0.19,6,17
25JUL2016:00:00:00,6,0.14,5,17
25JUL2016:00:00:00,7,0.14,8,17
08AUG2016:00:00:00,22,s/d,30,30
09AUG2016:00:00:00,6,s/d,15,36
09AUG2016:00:00:00,8,s/d,19,36
25JUN2016:00:00:00,17,0.44,11,37
26JUN2016:00:00:00,1,0.34,10,33
26JUN2016:00:00:00,7,0.21,8,24
26JUN2016:00:00:00,11,0.21,9,21
10JUL2016:00:00:00,15,s/d,13,15
10JUL2016:00:00:00,16,s/d,15,15
10JUL2016:00:00:00,18,s/d,16,14
25JUL2016:00:00:00,16,0.26,19,20
26JUL2016:00:00:00,3,0.38,17,18
26JUL2016:00:00:00,4,0.34,12,18
26JUL2016:00:00:00,7,0.16,11,17
26JUL2016:00:00:00,10,0.15,18,14
09AUG2016:00:00:00,15,s/d,17,38
09AUG2016:00:00:00,21,s/d,30,32
10AUG2016:00:00:00,1,s/d,31,35
10AUG2016:00:00:00,3,s/d,22,34
10AUG2016:00:00:00,5,s/d,18,34
10AUG2016:00:00:00,8,s/d,26,33
26JUN2016:00:00:00,16,0.26,10,20
26JUN2016:00:00:00,22,0.3,9,18
27JUN2016:00:00:00,3,0.26,9,16
27JUN2016:00:00:00,9,0.29,14,16
27JUN2016:00:00:00,12,0.45,17,17
11JUL2016:00:00:00,20,s/d,17,17
12JUL2016:00:00:00,5,s/d,4,21
12JUL2016:00:00:00,7,s/d,11,21
12JUL2016:00:00:00,8,s/d,16,21
26JUL2016:00:00:00,15,0.28,15,11
26JUL2016:00:00:00,17,0.3,15,11
26JUL2016:00:00:00,22,0.34,18,10
26JUL2016:00:00:00,23,0.34,17,10
27JUL2016:00:00:00,3,0.33,9,10
27JUL2016:00:00:00,11,0.49,24,12
19DEC2016:00:00:00,22,s/d,s/d,21
20DEC2016:00:00:00,1,s/d,s/d,s/d
20DEC2016:00:00:00,5,s/d,s/d,s/d
02JAN2017:00:00:00,6,0.38,s/d,s/d
02JAN2017:00:00:00,11,0.33,s/d,s/d
02JAN2017:00:00:00,15,0.43,s/d,s/d
02JAN2017:00:00:00,22,0.51,s/d,s/d
03JAN2017:00:00:00,8,0.48,3,s/d
18JAN2017:00:00:00,12,0.33,s/d,29
17JAN2017:00:00:00,14,0.48,s/d,22
17JAN2017:00:00:00,15,0.51,s/d,22
17JAN2017:00:00:00,20,0.56,s/d,25
17JAN2017:00:00:00,21,0.57,s/d,24
17JAN2017:00:00:00,22,0.6,s/d,25
17JAN2017:00:00:00,24,0.72,s/d,27
18JAN2017:00:00:00,15,0.38,s/d,29
18JAN2017:00:00:00,17,0.37,s/d,28
18JAN2017:00:00:00,19,0.35,s/d,27
19JAN2017:00:00:00,11,0.29,s/d,19
19JAN2017:00:00:00,12,0.31,s/d,19
01FEB2017:00:00:00,1,0.6,13,s/d
01FEB2017:00:00:00,9,0.43,16,s/d
01FEB2017:00:00:00,10,0.45,16,s/d
01FEB2017:00:00:00,13,0.54,16,s/d
01FEB2017:00:00:00,14,0.57,16,s/d
01FEB2017:00:00:00,20,0.54,19,s/d
02FEB2017:00:00:00,3,0.47,17,s/d
20DEC2016:00:00:00,13,s/d,s/d,s/d
20DEC2016:00:00:00,14,s/d,6,s/d
20DEC2016:00:00:00,17,s/d,5,s/d
20DEC2016:00:00:00,24,0.46,5,s/d
04JAN2017:00:00:00,15,0.88,s/d,s/d
04JAN2017:00:00:00,19,0.88,s/d,s/d
05JAN2017:00:00:00,9,0.86,s/d,s/d
02FEB2017:00:00:00,22,0.53,20,s/d
03FEB2017:00:00:00,4,0.46,16,s/d
21DEC2016:00:00:00,17,0.53,7,21
21DEC2016:00:00:00,24,0.81,6,21
22DEC2016:00:00:00,7,0.61,5,23
23APR2011:00:00:00,4,s/d,s/d,s/d
23APR2011:00:00:00,21,s/d,s/d,s/d
24APR2011:00:00:00,17,s/d,s/d,s/d
24APR2011:00:00:00,21,s/d,s/d,s/d
24APR2011:00:00:00,22,s/d,s/d,s/d
13MAY2011:00:00:00,14,s/d,22,41
13MAY2011:00:00:00,24,s/d,26,39
03MAY2011:00:00:00,1,s/d,53,43
03MAY2011:00:00:00,13,s/d,s/d,52
03MAY2011:00:00:00,15,s/d,20,52
04MAY2011:00:00:00,3,s/d,19,32
04MAY2011:00:00:00,6,s/d,21,28
25APR2011:00:00:00,18,s/d,44,s/d
25APR2011:00:00:00,23,s/d,41,s/d
26APR2011:00:00:00,2,s/d,32,41
26APR2011:00:00:00,18,s/d,45,35
14MAY2011:00:00:00,19,s/d,27,23
15MAY2011:00:00:00,2,s/d,34,24
05MAY2011:00:00:00,9,s/d,21,30
27APR2011:00:00:00,22,s/d,48,34
27APR2011:00:00:00,24,s/d,31,34
28APR2011:00:00:00,3,s/d,11,33
28APR2011:00:00:00,11,s/d,29,33
28APR2011:00:00:00,15,s/d,40,33
28APR2011:00:00:00,19,s/d,51,36
29APR2011:00:00:00,9,s/d,26,35
29APR2011:00:00:00,10,s/d,24,35
29APR2011:00:00:00,21,s/d,34,35
30APR2011:00:00:00,7,s/d,32,31
30APR2011:00:00:00,8,s/d,28,31
15MAY2011:00:00:00,11,s/d,25,30
15MAY2011:00:00:00,12,s/d,19,31
05MAY2011:00:00:00,21,s/d,41,56
05MAY2011:00:00:00,22,s/d,34,59
11MAY2011:00:00:00,22,s/d,69,67
12MAY2011:00:00:00,1,s/d,42,68
12MAY2011:00:00:00,8,s/d,39,70
16MAY2011:00:00:00,1,s/d,17,26
01MAR2011:00:00:00,14,s/d,19,s/d
01MAR2011:00:00:00,15,s/d,21,s/d
01MAR2011:00:00:00,16,s/d,s/d,s/d
01MAR2011:00:00:00,22,s/d,22,s/d
02MAR2011:00:00:00,4,s/d,5,s/d
02MAR2011:00:00:00,8,s/d,15,s/d
06MAY2011:00:00:00,23,s/d,39,90
07MAY2011:00:00:00,1,s/d,38,88
02MAR2011:00:00:00,18,s/d,21,s/d
02MAR2011:00:00:00,20,s/d,36,s/d
02MAR2011:00:00:00,24,s/d,18,s/d
03MAR2011:00:00:00,4,s/d,6,s/d
03MAR2011:00:00:00,7,s/d,16,s/d
03MAR2011:00:00:00,12,s/d,14,s/d
03MAR2011:00:00:00,17,s/d,s/d,s/d
04MAR2011:00:00:00,4,s/d,s/d,s/d
04MAR2011:00:00:00,11,s/d,s/d,s/d
04MAR2011:00:00:00,16,s/d,s/d,s/d
04MAR2011:00:00:00,22,s/d,s/d,s/d
05MAR2011:00:00:00,9,s/d,16,s/d
05MAR2011:00:00:00,17,s/d,29,s/d
06MAR2011:00:00:00,9,s/d,8,s/d
07FEB2011:00:00:00,13,s/d,s/d,s/d
07FEB2011:00:00:00,16,s/d,s/d,s/d
07FEB2011:00:00:00,24,s/d,s/d,s/d
08FEB2011:00:00:00,15,s/d,s/d,s/d
08FEB2011:00:00:00,20,s/d,s/d,s/d
08FEB2011:00:00:00,22,s/d,s/d,s/d
09MAY2011:00:00:00,12,s/d,14,26
02MAY2011:00:00:00,3,s/d,8,23
01MAY2011:00:00:00,13,s/d,11,20
01MAY2011:00:00:00,17,s/d,12,22
30APR2011:00:00:00,17,s/d,26,23
30APR2011:00:00:00,21,s/d,21,22
30APR2011:00:00:00,23,s/d,20,21
01MAY2011:00:00:00,5,s/d,7,20
01MAY2011:00:00:00,10,s/d,9,19
13APR2011:00:00:00,16,s/d,23,
13APR2011:00:00:00,18,s/d,27,
14APR2011:00:00:00,9,s/d,38,
14APR2011:00:00:00,12,s/d,s/d,
22APR2011:00:00:00,8,s/d,s/d,
25JUL2011:00:00:00,24,0.76,17,21
09AUG2011:00:00:00,19,1.03,29,77
09AUG2011:00:00:00,24,0.79,24,63
10AUG2011:00:00:00,2,0.61,22,56
10AUG2011:00:00:00,8,0.43,17,35
09AUG2011:00:00:00,13,0.75,36,85
10AUG2011:00:00:00,13,0.59,s/d,23
11AUG2011:00:00:00,5,0.85,12,22
24AUG2011:00:00:00,14,0.6,17,17
24AUG2011:00:00:00,15,0.63,16,17
24AUG2011:00:00:00,16,0.63,16,17
24AUG2011:00:00:00,18,0.65,27,16
24AUG2011:00:00:00,22,1.01,35,16
24AUG2011:00:00:00,24,1.26,36,18
25AUG2011:00:00:00,18,0.57,25,51
25AUG2011:00:00:00,19,0.6,29,51
25AUG2011:00:00:00,24,0.58,17,48
26AUG2011:00:00:00,5,0.41,25,35
26AUG2011:00:00:00,8,0.45,27,27
11SEP2011:00:00:00,6,0.68,23,67
11SEP2011:00:00:00,10,0.75,17,63
10SEP2011:00:00:00,13,0.84,16,47
10SEP2011:00:00:00,16,0.81,13,54
11SEP2011:00:00:00,13,0.78,18,58
11SEP2011:00:00:00,18,0.74,26,43
12SEP2011:00:00:00,4,0.76,9,34
26JUL2011:00:00:00,13,0.71,24,88
26JUL2011:00:00:00,23,1.4,38,251
27JUL2011:00:00:00,11,s/d,24,422
11AUG2011:00:00:00,21,1.19,43,31
12AUG2011:00:00:00,2,2.1,35,37
12AUG2011:00:00:00,12,1.44,40,59
27JUL2011:00:00:00,13,s/d,s/d,424
27JUL2011:00:00:00,19,0.65,26,333
28JUL2011:00:00:00,10,0.71,34,70
12AUG2011:00:00:00,13,1.47,39,62
27AUG2011:00:00:00,10,0.44,20,27
27AUG2011:00:00:00,11,0.48,19,28
13SEP2011:00:00:00,10,0.53,32,74
28JUL2011:00:00:00,21,0.85,36,46
29JUL2011:00:00:00,4,0.95,21,55
29JUL2011:00:00:00,8,0.66,23,68
29JUL2011:00:00:00,10,0.57,s/d,86
13AUG2011:00:00:00,18,0.55,20,29
13AUG2011:00:00:00,23,0.71,33,40
06MAR2013:00:00:00,19,s/d,46,33
07MAR2013:00:00:00,6,0.53,18,43
07MAR2013:00:00:00,7,0.48,21,45
21MAR2013:00:00:00,19,0.48,49,15
22MAR2013:00:00:00,10,0.36,60,26
04APR2013:00:00:00,23,0.79,s/d,20
05APR2013:00:00:00,4,0.65,s/d,22
05APR2013:00:00:00,5,0.53,s/d,22
21FEB2013:00:00:00,18,0.53,21,15
22FEB2013:00:00:00,11,0.34,17,23
22FEB2013:00:00:00,12,0.35,16,24
07MAR2013:00:00:00,16,s/d,33,57
07MAR2013:00:00:00,23,0.65,32,71
08MAR2013:00:00:00,4,0.55,22,78
08MAR2013:00:00:00,11,0.53,27,70
22MAR2013:00:00:00,15,0.57,30,31
22MAR2013:00:00:00,24,1,81,35
25JAN2013:00:00:00,14,s/d,s/d,s/d
25JAN2013:00:00:00,17,s/d,s/d,s/d
25JAN2013:00:00:00,22,s/d,s/d,s/d
26JAN2013:00:00:00,2,s/d,s/d,s/d
26JAN2013:00:00:00,8,s/d,s/d,s/d
26JAN2013:00:00:00,12,s/d,s/d,s/d
26JAN2013:00:00:00,13,s/d,s/d,s/d
26JAN2013:00:00:00,18,s/d,s/d,s/d
10FEB2013:00:00:00,12,s/d,s/d,s/d
09FEB2013:00:00:00,18,s/d,s/d,s/d
10FEB2013:00:00:00,5,s/d,s/d,s/d
10FEB2013:00:00:00,8,s/d,s/d,s/d
10FEB2013:00:00:00,14,s/d,s/d,s/d
10FEB2013:00:00:00,18,s/d,s/d,s/d
28DEC2012:00:00:00,8,0.24,7,24
28DEC2012:00:00:00,3,0.36,6,28
28DEC2012:00:00:00,7,0.24,6,25
28DEC2012:00:00:00,13,0.41,8,25
28DEC2012:00:00:00,19,0.54,13,30
11JAN2013:00:00:00,14,0.47,s/d,34
11JAN2013:00:00:00,17,s/d,s/d,35
12JAN2013:00:00:00,1,s/d,s/d,s/d
12JAN2013:00:00:00,8,s/d,s/d,s/d
11JAN2013:00:00:00,13,0.45,10,34
12JAN2013:00:00:00,22,s/d,s/d,s/d
13JAN2013:00:00:00,2,s/d,s/d,s/d
13JAN2013:00:00:00,3,s/d,s/d,s/d
13JAN2013:00:00:00,5,s/d,s/d,s/d
13JAN2013:00:00:00,10,s/d,s/d,s/d
27JAN2013:00:00:00,14,s/d,s/d,s/d
27JAN2013:00:00:00,17,s/d,s/d,s/d
27JAN2013:00:00:00,21,s/d,s/d,s/d
28JAN2013:00:00:00,4,s/d,s/d,s/d
28JAN2013:00:00:00,9,s/d,s/d,s/d
28JAN2013:00:00:00,10,s/d,s/d,s/d
12FEB2013:00:00:00,6,s/d,s/d,s/d
12FEB2013:00:00:00,10,s/d,s/d,s/d
29DEC2012:00:00:00,16,0.38,12,30
29DEC2012:00:00:00,18,0.36,11,31
13JAN2013:00:00:00,17,s/d,s/d,s/d
28JAN2013:00:00:00,14,s/d,s/d,s/d
29JAN2013:00:00:00,4,s/d,s/d,s/d
12FEB2013:00:00:00,21,s/d,s/d,s/d
30DEC2012:00:00:00,18,0.31,5,28
31DEC2012:00:00:00,5,0.44,4,28
31DEC2012:00:00:00,11,0.39,9,28
14JAN2013:00:00:00,1,s/d,s/d,s/d
14JAN2013:00:00:00,5,s/d,s/d,s/d
14JAN2013:00:00:00,8,s/d,s/d,s/d
14JAN2013:00:00:00,10,s/d,s/d,s/d
29JAN2013:00:00:00,15,s/d,s/d,s/d
29JAN2013:00:00:00,19,s/d,s/d,s/d
30JAN2013:00:00:00,4,s/d,s/d,s/d
30JAN2013:00:00:00,7,s/d,s/d,s/d
13FEB2013:00:00:00,10,s/d,s/d,s/d
31DEC2012:00:00:00,18,0.45,6,35
01JAN2013:00:00:00,2,0.36,4,44
14JAN2013:00:00:00,21,s/d,s/d,s/d
14JAN2013:00:00:00,22,s/d,s/d,s/d
15JAN2013:00:00:00,2,s/d,s/d,s/d
15JAN2013:00:00:00,11,s/d,s/d,s/d
14FEB2013:00:00:00,1,s/d,s/d,s/d
14FEB2013:00:00:00,8,s/d,s/d,s/d
14FEB2013:00:00:00,12,s/d,s/d,s/d
01JAN2013:00:00:00,14,0.14,3,38
01JAN2013:00:00:00,20,0.19,8,31
02JAN2013:00:00:00,5,0.23,10,20
02JAN2013:00:00:00,12,0.36,14,23
16JAN2013:00:00:00,9,s/d,s/d,s/d
01FEB2013:00:00:00,5,s/d,s/d,s/d
15FEB2013:00:00:00,21,s/d,s/d,s/d
16FEB2013:00:00:00,3,s/d,s/d,s/d
16FEB2013:00:00:00,8,s/d,s/d,s/d
02JAN2013:00:00:00,14,0.35,11,24
02JAN2013:00:00:00,20,0.3,25,27
03JAN2013:00:00:00,1,0.33,11,27
03JAN2013:00:00:00,7,0.19,8,26
16JAN2013:00:00:00,15,s/d,s/d,s/d
01FEB2013:00:00:00,15,s/d,s/d,s/d
01FEB2013:00:00:00,18,s/d,s/d,s/d
02FEB2013:00:00:00,4,s/d,s/d,s/d
14FEB2013:00:00:00,17,s/d,s/d,s/d
14FEB2013:00:00:00,20,s/d,s/d,s/d
14FEB2013:00:00:00,22,s/d,s/d,s/d
15FEB2013:00:00:00,7,s/d,s/d,s/d
15FEB2013:00:00:00,10,s/d,s/d,s/d
03JAN2013:00:00:00,16,0.33,8,23
18JAN2013:00:00:00,3,s/d,s/d,s/d
18JAN2013:00:00:00,5,s/d,s/d,s/d
18JAN2013:00:00:00,8,s/d,s/d,s/d
18JAN2013:00:00:00,9,s/d,s/d,s/d
18JAN2013:00:00:00,10,s/d,s/d,s/d
18JAN2013:00:00:00,11,s/d,s/d,s/d
02FEB2013:00:00:00,17,s/d,s/d,s/d
02FEB2013:00:00:00,23,s/d,s/d,s/d
02FEB2013:00:00:00,24,s/d,s/d,s/d
20JAN2013:00:00:00,18,s/d,s/d,s/d
20JAN2013:00:00:00,21,s/d,s/d,s/d
21JAN2013:00:00:00,1,s/d,s/d,s/d
21JAN2013:00:00:00,2,s/d,s/d,s/d
21JAN2013:00:00:00,3,s/d,s/d,s/d
03FEB2013:00:00:00,5,s/d,s/d,s/d
03FEB2013:00:00:00,11,s/d,s/d,s/d
01MAR2015:00:00:00,12,0.13,7,24
17JAN2015:00:00:00,14,0.76,11,27
17JAN2015:00:00:00,17,0.79,8,28
17JAN2015:00:00:00,20,0.76,10,28
17JAN2015:00:00:00,22,0.76,12,24
18JAN2015:00:00:00,2,0.8,11,27
31JAN2015:00:00:00,15,s/d,7,20
31JAN2015:00:00:00,24,s/d,12,21
01FEB2015:00:00:00,2,s/d,11,20
15FEB2015:00:00:00,16,0.31,9,21
15FEB2015:00:00:00,18,0.31,10,21
16FEB2015:00:00:00,1,0.39,11,21
16FEB2015:00:00:00,4,0.38,10,22
16FEB2015:00:00:00,6,0.34,10,22
01MAR2015:00:00:00,18,0.31,14,27
01MAR2015:00:00:00,20,0.38,14,27
02MAR2015:00:00:00,1,0.66,14,29
01FEB2015:00:00:00,18,s/d,7,19
02FEB2015:00:00:00,5,s/d,5,22
16FEB2015:00:00:00,15,0.31,7,22
17FEB2015:00:00:00,7,0.37,7,21
02MAR2015:00:00:00,14,0.49,23,30
02MAR2015:00:00:00,24,0.6,19,29
19JAN2015:00:00:00,5,0.98,11,20
19JAN2015:00:00:00,10,1.04,19,21
02FEB2015:00:00:00,15,s/d,9,21
02FEB2015:00:00:00,18,s/d,15,22
02FEB2015:00:00:00,20,s/d,13,22
02FEB2015:00:00:00,22,s/d,9,22
17FEB2015:00:00:00,14,0.34,7,20
17FEB2015:00:00:00,18,0.35,11,22
18FEB2015:00:00:00,9,0.34,10,23
03MAR2015:00:00:00,19,0.48,17,22
03MAR2015:00:00:00,20,0.46,16,21
19JAN2015:00:00:00,15,1.29,22,19
19JAN2015:00:00:00,19,1.13,16,21
20JAN2015:00:00:00,4,0.79,5,24
20JAN2015:00:00:00,10,0.74,9,22
03FEB2015:00:00:00,24,s/d,9,20
18FEB2015:00:00:00,14,0.52,11,24
18FEB2015:00:00:00,16,0.56,11,24
18FEB2015:00:00:00,19,0.6,19,24
18FEB2015:00:00:00,24,0.73,16,23
06MAR2015:00:00:00,3,0.36,6,13
06MAR2015:00:00:00,13,0.36,11,17
07MAR2015:00:00:00,5,0.41,12,22
07MAR2015:00:00:00,10,0.29,9,22
21JAN2015:00:00:00,2,0.81,14,24
21JAN2015:00:00:00,12,0.78,12,25
04FEB2015:00:00:00,14,s/d,10,22
04FEB2015:00:00:00,22,s/d,14,24
04FEB2015:00:00:00,23,s/d,13,24
05FEB2015:00:00:00,9,s/d,7,26
20FEB2015:00:00:00,5,0.31,5,26
04MAR2015:00:00:00,7,0.21,13,15
21JAN2015:00:00:00,15,0.81,11,25
22JAN2015:00:00:00,7,0.73,8,25
05FEB2015:00:00:00,21,0.65,12,25
06FEB2015:00:00:00,5,0.44,4,21
06FEB2015:00:00:00,6,0.39,5,21
06FEB2015:00:00:00,9,0.31,7,21
20FEB2015:00:00:00,20,0.28,11,28
05MAR2015:00:00:00,9,0.49,16,17
05MAR2015:00:00:00,11,0.48,15,16
04MAR2015:00:00:00,18,0.53,17,18
04MAR2015:00:00:00,23,0.48,14,19
05MAR2015:00:00:00,1,0.44,s/d,20
22JAN2015:00:00:00,23,s/d,11,23
22JAN2015:00:00:00,24,s/d,10,23
23JAN2015:00:00:00,1,s/d,7,23
23JAN2015:00:00:00,4,s/d,4,23
06FEB2015:00:00:00,13,0.32,9,21
06FEB2015:00:00:00,24,0.33,9,22
07FEB2015:00:00:00,2,0.33,7,21
07FEB2015:00:00:00,9,0.3,9,21
07MAR2015:00:00:00,17,0.33,9,20
08MAR2015:00:00:00,5,0.48,10,21
24JAN2015:00:00:00,6,s/d,5,26
08FEB2015:00:00:00,12,0.3,6,16
21FEB2015:00:00:00,20,0.35,9,26
21FEB2015:00:00:00,23,0.4,9,26
25JAN2015:00:00:00,2,s/d,11,25
25JAN2015:00:00:00,11,s/d,11,27
08FEB2015:00:00:00,13,0.3,6,16
08FEB2015:00:00:00,23,0.34,14,20
09FEB2015:00:00:00,10,0.06,20,30
23FEB2015:00:00:00,3,0.46,15,28
23FEB2015:00:00:00,7,0.4,12,30
23FEB2015:00:00:00,11,0.56,22,30
09JAN2015:00:00:00,21,0.85,16,19
10JAN2015:00:00:00,21,0.76,22,33
11JAN2015:00:00:00,4,0.88,16,33
25JAN2015:00:00:00,21,s/d,27,34
25JAN2015:00:00:00,23,s/d,28,33
26JAN2015:00:00:00,4,s/d,8,36
09FEB2015:00:00:00,16,0.06,19,34
23FEB2015:00:00:00,14,0.64,22,31
24FEB2015:00:00:00,2,0.49,13,29
24FEB2015:00:00:00,4,0.43,10,29
24FEB2015:00:00:00,5,0.39,8,28
24FEB2015:00:00:00,8,0.33,12,27
11JAN2015:00:00:00,15,0.74,13,31
12JAN2015:00:00:00,5,1.01,16,44
12JAN2015:00:00:00,7,0.99,17,48
12JAN2015:00:00:00,10,0.96,18,51
12JAN2015:00:00:00,12,0.96,21,52
26JAN2015:00:00:00,13,s/d,11,34
26JAN2015:00:00:00,14,s/d,12,34
27JAN2015:00:00:00,8,s/d,11,24
27JAN2015:00:00:00,9,s/d,14,25
27JAN2015:00:00:00,12,s/d,23,28
09FEB2015:00:00:00,24,<0.05,16,35
10FEB2015:00:00:00,5,0.2,9,30
